DateTime,Nitrate_mgL,DOC_mgL
2017-06-08 12:32,0.119672137,4.307065
2017-06-08 12:47,0.105961047,4.299568
2017-06-08 13:02,0.11555881,4.293142
2017-06-08 13:17,0.10184772,4.276006
2017-06-08 13:32,0.108703265,4.270651
2017-06-08 13:47,0.090878848,4.254586
2017-06-08 14:02,0.100476611,4.239592
2017-06-08 14:17,0.104589938,4.249231
2017-06-08 14:32,0.104589938,4.223527
2017-06-08 14:47,0.097734393,4.227811
2017-06-08 15:02,0.094992175,4.20532
2017-06-08 15:17,0.114187701,4.220314
2017-06-08 15:32,0.092249957,4.196752
2017-06-08 15:47,0.097734393,4.198894
2017-06-08 16:02,0.086765521,4.177474
2017-06-08 16:17,0.097734393,4.172119
2017-06-08 16:32,0.082652194,4.164622
2017-06-08 16:47,0.082652194,4.16248
2017-06-08 17:02,0.085394412,4.150699
2017-06-08 17:17,0.084023303,4.143202
2017-06-08 17:32,0.089507739,4.134634
2017-06-08 17:47,0.084023303,4.132492
2017-06-08 18:02,0.079909976,4.121782
2017-06-08 18:17,0.084023303,4.124995
2017-06-08 18:32,0.093621066,4.128208
2017-06-08 18:47,0.089507739,4.13035
2017-06-08 19:02,0.084023303,4.103575
2017-06-08 19:17,0.078538867,4.112143
2017-06-08 19:32,0.081281085,4.088581
2017-06-08 19:47,0.094992175,4.103575
2017-06-08 20:02,0.085394412,4.09822
2017-06-08 20:17,0.092249957,4.083226
2017-06-08 20:32,0.084023303,4.092865
2017-06-08 20:47,0.075796649,4.075729
2017-06-08 21:02,0.094992175,4.075729
2017-06-08 21:17,0.082652194,4.068232
2017-06-08 21:32,0.071683322,4.053238
2017-06-08 21:47,0.097734393,4.06609
2017-06-08 22:02,0.096363284,4.06609
2017-06-08 22:17,0.084023303,4.068232
2017-06-08 22:32,0.08813663,4.057522
2017-06-08 22:47,0.096363284,4.056451
2017-06-08 23:02,0.099105502,4.059664
2017-06-08 23:17,0.085394412,4.037173
2017-06-08 23:32,0.084023303,4.062877
2017-06-08 23:47,0.086765521,4.057522
2017-06-09 00:02,0.105961047,4.075729
2017-06-09 00:17,0.100476611,4.082155
2017-06-09 00:32,0.090878848,4.096078
2017-06-09 00:47,0.097734393,4.089652
2017-06-09 01:02,0.093621066,4.101433
2017-06-09 01:17,0.085394412,4.093936
2017-06-09 01:32,0.086765521,4.056451
2017-06-09 01:47,0.086765521,4.072516
2017-06-09 02:02,0.089507739,4.070374
2017-06-09 02:17,0.093621066,4.075729
2017-06-09 02:32,0.090878848,4.070374
2017-06-09 02:47,0.090878848,4.080013
2017-06-09 03:02,0.08813663,4.077871
2017-06-09 03:17,0.097734393,4.069303
2017-06-09 03:32,0.099105502,4.080013
2017-06-09 03:47,0.08813663,4.074658
2017-06-09 04:02,0.090878848,4.081084
2017-06-09 04:17,0.100476611,4.054309
2017-06-09 04:32,0.099105502,4.072516
2017-06-09 04:47,0.082652194,4.069303
2017-06-09 05:02,0.100476611,4.073587
2017-06-09 05:17,0.100476611,4.068232
2017-06-09 05:32,0.085394412,4.078942
2017-06-09 05:47,0.103218829,4.083226
2017-06-09 06:02,0.100476611,4.065019
2017-06-09 06:17,0.097734393,4.058593
2017-06-09 06:32,0.084023303,4.075729
2017-06-09 06:47,0.092249957,4.070374
2017-06-09 07:02,0.108703265,4.091794
2017-06-09 07:17,0.096363284,4.100362
2017-06-09 07:32,0.111445483,4.070374
2017-06-09 07:47,0.092249957,4.081084
2017-06-09 08:02,0.096363284,4.052167
2017-06-09 08:17,0.099105502,4.088581
2017-06-09 08:32,0.100476611,4.059664
2017-06-09 08:47,0.10184772,4.054309
